timp;v_in;m;omega;ia
0;0;0;0;0
0,002;0;0;0;0
0,004;0;0;0;0
0,005;0;0;0;0
0,005;24;0;0;0
0,005000024;24;0;1,9427E-06;0,011485027
0,005000049;24;0;6,13063E-06;0,022965496
0,005000073;24;0;1,26102E-05;0,034441313
0,005000161;24;0;5,35731E-05;0,075844001
0,00500025;24;0;0,000123686;0,11718751
0,005000338;24;0;0,000223466;0,15847079
0,005000426;24;0;0,000353067;0,199693527
0,005000675;24;0;0,000880644;0,315933079
0,005000924;24;0;0,00164561;0,431690605
0,005001174;24;0;0,002647015;0,546967987
0,005001423;24;0;0,003883875;0,661767178
0,005002453;24;0;0,011466104;1,130884448
0,005003482;24;0;0,02298033;1,592012064
0,005004512;24;0;0,038359312;2,045283369
0,005005541;24;0;0,057537084;2,490829168
0,005006571;24;0;0,080448892;2,928777876
0,005011218;24;0;0,228610268;4,814169272
0,005015864;24;0;0,445971248;6,558417623
0,005020511;24;0;0,727349805;8,171800012
0,005025158;24;0;1,067938292;9,66385156
0,005029805;24;0;1,463277294;11,04341725
0,005034451;24;0;1,909232842;12,31869708
0,005048959;24;0;3,586495915;15,71000067
0,005063466;24;0;5,621099186;18,35468354
0,005077974;24;0;7,934161088;20,40929299
0,005092481;24;0;10,46331985;21,99763621
0,005106989;24;0;13,1590847;23,21801145
0,005121496;24;0;15,9823074;24,14821886
0,00514708;24;0;21,17942611;25,2647192
0,005172663;24;0;26,55690358;25,908782
0,005198246;24;0;32,03548789;26,23862688
0,00522383;24;0;37,56164931;26,36148579
0,005249413;24;0;43,09916207;26,35028607
0,005274996;24;0;48,62451728;26,25274145
0,005315755;24;0;57,36584162;25,99375317
0,005356513;24;0;66,00635512;25,6615004
0,005397271;24;0;74,53062988;25,29092713
0,00543803;24;0;82,92954436;24,9044096
0,005478788;24;0;91,19857675;24,51513954
0,005519546;24;0;99,33718436;24,12835518
0,005616408;24;0;118,1600593;23,23330099
0,005713269;24;0;136,279999;22,36207827
0,005810131;24;0;153,7232612;21,5141409
0,005906992;24;0;170,5093636;20,70036457
0,006003854;24;0;186,6611427;19,92318723
0,006100716;24;0;202,2050714;19,17604665
0,006369948;24;0;242,4046875;17,25018296
0,006639181;24;0;278,547774;15,50226863
0,006908414;24;0;311,0377116;13,92830197
0,007177647;24;0;340,2402345;12,52009452
0,00744688;24;0;366,4905933;11,25627085
0,007716113;24;0;390,0889496;10,11880444
0,008385885;24;0;438,8836716;7,766801814
0,009055657;24;0;476,2975849;5,962593302
0,009725429;24;0;505,0328834;4,577622399
0,010395201;24;0;527,1110926;3,51354431
0,011064973;24;0;544,06398;2,696318207
0,012080128;24;0;562,4477109;1,810140547
0,013095283;24;0;574,7599468;1,21665549
0,014110438;24;0;583,0555363;0,816782932
0,015125593;24;0;588,6454243;0,547329614
0,016140748;24;0;592,3969707;0,366491952
0,017729316;24;0;595,8580994;0,199653828
0,019317884;24;0;597,7180079;0,109999936
0,020906452;24;0;598,7613033;0,059709441
0,02249502;24;0;599,3463036;0,031510407
0,024083589;24;0;599,6597054;0,01640337
0,026083589;24;0;599,8591074;0,006791508
0,028083589;24;0;599,9423173;0,002780504
0,030083589;24;0;599,9755796;0,001177148
0,032083589;24;0;599,9890771;0,00052652
0,034083589;24;0;599,9947147;0,000254771
0,036083589;24;0;599,9973589;0,00012731
0,038083589;24;0;599,9986641;6,43971E-05
0,040083589;24;0;599,9993212;3,272E-05
0,042083589;24;0;599,9996545;1,6652E-05
0,044083589;24;0;599,9998241;8,47957E-06
0,046083589;24;0;599,9999104;4,31891E-06
0,048083589;24;0;599,9999544;2,19992E-06
0,050083589;24;0;599,9999768;1,1206E-06
0,052083589;24;0;599,9999882;5,70823E-07
0,054083589;24;0;599,999994;2,90772E-07
0,056083589;24;0;599,9999969;1,48117E-07
0,058083589;24;0;599,9999984;7,54493E-08
0,060083589;24;0;599,9999992;3,84332E-08
0,062083589;24;0;599,9999996;1,95776E-08
0,064083589;24;0;599,9999998;9,97265E-09
0,066083589;24;0;599,9999999;5,07998E-09
0,068083589;24;0;599,9999999;2,58771E-09
0,070083589;24;0;600;1,31815E-09
0,072083589;24;0;600;6,71458E-10
0,074083589;24;0;600;3,42038E-10
0,076083589;24;0;600;1,74233E-10
0,078083589;24;0;600;8,87551E-11
0,080083589;24;0;600;4,52084E-11
0,082083589;24;0;600;2,30319E-11
0,084083589;24;0;600;1,17305E-11
0,086083589;24;0;600;5,97681E-12
0,088083589;24;0;600;3,04229E-12
0,090083589;24;0;600;1,55004E-12
0,092083589;24;0;600;7,91536E-13
0,094083589;24;0;600;3,98929E-13
0,096083589;24;0;600;2,07946E-13
0,098083589;24;0;600;1,06272E-13
0,1;24;0;600;5,66224E-14
0,025431527;24;0;599,8145752;0,001439221
0,025609524;24;0;599,8253806;0,004922814
0,025825306;24;0;599,8406288;0,002627081
0,02606878;24;0;599,8609912;-0,008955158
0,026289996;24;0;599,8789068;-0,020616672
0,026469584;24;0;599,881159;-0,007201353
0,026637044;24;0;599,8848149;0,001117885
0,026832369;24;0;599,8930686;0,001658804
0,0270685;24;0;599,9055717;-0,004361334
0,027308023;24;0;599,9227853;-0,021156171
0,027506126;24;0;599,9277443;-0,017849587
0,02767298;24;0;599,9257541;-0,003614537
0,027849789;24;0;599,9289761;0,000188388
0,028067601;24;0;599,9358729;-0,001870198
0,028314449;24;0;599,9481881;-0,014274078
0,028491545;24;0;599,947543;-0,005079168
0,028668641;24;0;599,9492102;-0,001002728
0,028883973;24;0;599,9542687;-0,002723341
0,029128147;24;0;599,9642055;-0,013817116
0,029350374;24;0;599,973834;-0,025763124
0,029530076;24;0;599,9694682;-0,011782604
0,029696807;24;0;599,9673043;-0,002878157
0,029891293;24;0;599,9693639;-0,001946273
0,030127382;24;0;599,9749931;-0,007512696
0,03036792;24;0;599,986092;-0,024326291
0,030566745;24;0;599,9865241;-0,021255986
0,030733339;24;0;599,9805705;-0,006397029
0,030909254;24;0;599,9800005;-0,002247695
0,031126398;24;0;599,9826221;-0,003994192
0,03137374;24;0;599,9905324;-0,016086798
0,031551166;24;0;599,9871183;-0,006957582
0,031728593;24;0;599,9861336;-0,002803362
0,031944028;24;0;599,9881896;-0,004402966
0,032187888;24;0;599,994986;-0,015313493
0,03240977;24;0;600,0018909;-0,026874971
0,032589493;24;0;599,9956583;-0,012935285
0,032756519;24;0;599,9918761;-0,004062137
0,032951277;24;0;599,9921311;-0,00307176
0,033187317;24;0;599,9957469;-0,00857278
0,033427472;24;0;600,0048896;-0,025150324
0,033626085;24;0;600,0038287;-0,021879098
0,033792818;24;0;599,9968516;-0,007139315
0,033969052;24;0;599,9952141;-0,002992799
0,034186387;24;0;599,9966007;-0,004712443
0,03443351;24;0;600,0032162;-0,016756336
0,034610865;24;0;599,9989192;-0,007536814
0,03478822;24;0;599,9971279;-0,003330653
0,03500361;24;0;599,9982812;-0,004879077
0,035247516;24;0;600,0041471;-0,015741612
0,035469483;24;0;600,0103094;-0,027321434
0,035649225;24;0;600,0034934;-0,013340424
0,035816197;24;0;599,9991981;-0,004417754
0,036010884;24;0;599,9989058;-0,003392862
0,036246909;24;0;600,001911;-0,008852758
0,036487144;24;0;600,0105046;-0,025424085
0,036685822;24;0;600,0090414;-0,022176012
0,036852541;24;0;600,0017159;-0,007386422
0,037028703;24;0;599,9997439;-0,003209838
0,037245977;24;0;600,0007523;-0,004901989
0,037493133;24;0;600,0069745;-0,016915364
0,037670522;24;0;600,0024322;-0,007703808
0,037847911;24;0;600,0004052;-0,003491116
0,038063308;24;0;600,0012919;-0,005028734
0,038307178;24;0;600,0068783;-0,015872751
0,03852911;24;0;600,0127973;-0,027414501
0,038708858;24;0;600,0058179;-0,013441724
0,038875863;24;0;600,0013794;-0,004523297
0,039070576;24;0;600,0009266;-0,003493314
0,039306592;24;0;600,0037531;-0,008947051
0,039546786;24;0;600,0121713;-0,025493331
0,039745445;24;0;600,010576;-0,022228087
0,039912182;24;0;600,0031611;-0,007452269
0,040088377;24;0;600,0010944;-0,003276388
0,040305668;24;0;600,0019931;-0,004966294
0,040552797;24;0;600,0080999;-0,016973992
0,040730182;24;0;600,0034798;-0,007755371
0,040907567;24;0;600,0013812;-0,003538224
0,041122959;24;0;600,0021878;-0,005071249
0,041366829;24;0;600,0076911;-0,015909913
0,041588767;24;0;600,0135432;-0,027451496
0,041768519;24;0;600,0065131;-0,013477252
0,041935523;24;0;600,0020294;-0,004555084
0,04213023;24;0;600,0015281;-0,003522068
0,042366242;24;0;600,0043003;-0,008971955
0,04260644;24;0;600,0126688;-0,025515783
0,042805105;24;0;600,011038;-0,022252987
0,042971843;24;0;600,0035929;-0,007474209
0,043148034;24;0;600,0014966;-0,003295845
0,043365318;24;0;600,0023618;-0,004983352
0,043612448;24;0;600,0084333;-0,01698768
0,043789838;24;0;600,0037917;-0,007770258
0,043967227;24;0;600,0016722;-0,003552617
0,044182618;24;0;600,0024551;-0,005084662
0,044426484;24;0;600,0079333;-0,015921157
0,044648418;24;0;600,0137634;-0,027458457
0,044828171;24;0;600,0067193;-0,013486016
0,044995179;24;0;600,0022231;-0,004564557
0,045189889;24;0;600,0017076;-0,00353111
0,045425899;24;0;600,0044638;-0,008980361
0,045666091;24;0;600,0128163;-0,025521034
0,045864755;24;0;600,0111738;-0,022256874
0,046031496;24;0;600,0037212;-0,007480048
0,046207691;24;0;600,0016165;-0,003301846
0,046424977;24;0;600,002472;-0,004989179
0,046672103;24;0;600,0085331;-0,016992692
0,046849492;24;0;600,0038847;-0,007774868
0,047026882;24;0;600,0017589;-0,003556869
0,047242272;24;0;600,0025347;-0,005088495
0,047486137;24;0;600,0080054;-0,015924264
0,047708071;24;0;600,0138293;-0,02746113
0,047887825;24;0;600,006781;-0,013489066
0,048054834;24;0;600,0022808;-0,004567429
0,048249543;24;0;600,001761;-0,003533721
0,048485552;24;0;600,0045124;-0,008982586
0,048725745;24;0;600,0128602;-0,025522601
0,048924409;24;0;600,0112147;-0,022258743
0,049091151;24;0;600,0037595;-0,007481995
0,049267345;24;0;600,0016522;-0,003303617
0,049484631;24;0;600,0025047;-0,004990748
0,049731756;24;0;600,0085627;-0,016993811
0,049909146;24;0;600,0039124;-0,007776205
0,050086536;24;0;600,0017847;-0,00355818
0,050301927;24;0;600,0025584;-0,005089715
0,05054579;24;0;600,0080268;-0,015925171
0,050767724;24;0;600,0138487;-0,027461452
0,050947479;24;0;600,0067992;-0,013489793
0,051114488;24;0;600,002298;-0,004568294
0,051309197;24;0;600,0017769;-0,003534552
0,051545206;24;0;600,0045269;-0,00898334
0,051785398;24;0;600,0128732;-0,025522863
0,051984062;24;0;600,0112266;-0,022258922
0,052150804;24;0;600,0037709;-0,007482512
0,052326999;24;0;600,0016629;-0,003304171
0,052544285;24;0;600,0025145;-0,004991292
0,05279141;24;0;600,0085715;-0,016994211
0,0529688;24;0;600,0039206;-0,007776622
0,05314619;24;0;600,0017924;-0,003558574
0,05336158;24;0;600,0025655;-0,005090069
0,053605444;24;0;600,0080332;-0,015925403
0,053827377;24;0;600,0138545;-0,027461549
0,054007132;24;0;600,0068047;-0,01349004
0,054174141;24;0;600,0023031;-0,004568561
0,054368851;24;0;600,0017817;-0,003534797
0,05460486;24;0;600,0045312;-0,00898354
0,054845051;24;0;600,012877;-0,025522905
0,055043716;24;0;600,0112302;-0,02225901
0,055210458;24;0;600,0037743;-0,007482685
0,055386653;24;0;600,001666;-0,003304338
0,055603938;24;0;600,0025174;-0,004991444
0,055851063;24;0;600,0085741;-0,016994288
0,056028453;24;0;600,0039231;-0,007776744
0,056205844;24;0;600,0017947;-0,003558698
0,056421234;24;0;600,0025676;-0,005090184
0,056665097;24;0;600,0080351;-0,015925463
0,056887031;24;0;600,0138562;-0,02746151
0,057066786;24;0;600,0068063;-0,013490092
0,057233795;24;0;600,0023047;-0,004568643
0,057428505;24;0;600,0017831;-0,003534877
0,057664513;24;0;600,0045325;-0,008983609
0,057904704;24;0;600,0128782;-0,025522881
0,058103369;24;0;600,0112313;-0,022258988
0,058270111;24;0;600,0037753;-0,00748273
0,058446306;24;0;600,001667;-0,003304392
0,058663592;24;0;600,0025183;-0,004991499
0,058910716;24;0;600,0085749;-0,016994314
0,059088107;24;0;600,0039238;-0,007776782
0,059265497;24;0;600,0017954;-0,003558736
0,059480887;24;0;600,0025682;-0,005090218
0,05972475;24;0;600,0080356;-0,015925473
0,059946684;24;0;600,0138566;-0,027461486
0,060126439;24;0;600,0068068;-0,013490109
0,060293448;24;0;600,0023051;-0,004568669
0,060488158;24;0;600,0017835;-0,003534902
0,060724167;24;0;600,0045329;-0,008983628
0,060964358;24;0;600,0128785;-0,025522863
0,061163022;24;0;600,0112316;-0,022258977
0,061329765;24;0;600,0037756;-0,007482746
0,06150596;24;0;600,0016673;-0,003304409
0,061723245;24;0;600,0025186;-0,004991515
0,06197037;24;0;600,0085751;-0,016994316
0,06214776;24;0;600,003924;-0,007776794
0,06232515;24;0;600,0017956;-0,003558749
0,062540541;24;0;600,0025684;-0,00509023
0,062784404;24;0;600,0080358;-0,015925474
0,063006337;24;0;600,0138568;-0,027461468
0,063186092;24;0;600,006807;-0,013490111
0,063353102;24;0;600,0023053;-0,004568678
0,063547811;24;0;600,0017836;-0,00353491
0,06378382;24;0;600,004533;-0,008983634
0,064024011;24;0;600,0128786;-0,02552285
0,064222676;24;0;600,0112317;-0,022258967
0,064389418;24;0;600,0037757;-0,00748275
0,064565613;24;0;600,0016673;-0,003304415
0,064782899;24;0;600,0025187;-0,004991521
0,065030023;24;0;600,0085752;-0,016994315
0,065207414;24;0;600,0039241;-0,007776798
0,065384804;24;0;600,0017957;-0,003558753
0,065600194;24;0;600,0025685;-0,005090234
0,065844057;24;0;600,0080359;-0,015925473
0,066065991;24;0;600,0138568;-0,027461458
0,066245746;24;0;600,006807;-0,013490111
0,066412755;24;0;600,0023053;-0,004568681
0,066607465;24;0;600,0017837;-0,003534913
0,066843473;24;0;600,0045331;-0,008983636
0,067083665;24;0;600,0128786;-0,025522843
0,067282329;24;0;600,0112317;-0,022258962
0,067449072;24;0;600,0037757;-0,007482751
0,067625267;24;0;600,0016674;-0,003304417
0,067842552;24;0;600,0025187;-0,004991523
0,068089677;24;0;600,0085752;-0,016994315
0,068267067;24;0;600,0039241;-0,007776799
0,068444457;24;0;600,0017957;-0,003558755
0,068659847;24;0;600,0025685;-0,005090235
0,06890371;24;0;600,0080359;-0,015925471
0,069125644;24;0;600,0138568;-0,027461453
0,069305399;24;0;600,006807;-0,013490111
0,069472408;24;0;600,0023053;-0,004568682
0,069667118;24;0;600,0017837;-0,003534914
0,069903127;24;0;600,0045331;-0,008983637
0,070143318;24;0;600,0128786;-0,02552284
0,070341982;24;0;600,0112317;-0,022258959
0,070508725;24;0;600,0037757;-0,007482751
0,07068492;24;0;600,0016674;-0,003304418
0,070902205;24;0;600,0025187;-0,004991524
0,07114933;24;0;600,0085752;-0,016994314
0,07132672;24;0;600,0039241;-0,007776799
0,071504111;24;0;600,0017957;-0,003558756
0,071719501;24;0;600,0025685;-0,005090236
0,071963364;24;0;600,0080359;-0,015925471
0,072185298;24;0;600,0138568;-0,02746145
0,072365053;24;0;600,006807;-0,01349011
0,072532062;24;0;600,0023053;-0,004568682
0,072726772;24;0;600,0017837;-0,003534915
0,07296278;24;0;600,0045331;-0,008983637
0,073202971;24;0;600,0128786;-0,025522838
0,073401636;24;0;600,0112317;-0,022258957
0,073568378;24;0;600,0037757;-0,007482752
0,073744573;24;0;600,0016674;-0,003304418
0,073961859;24;0;600,0025187;-0,004991525
0,074208983;24;0;600,0085752;-0,016994314
0,074386374;24;0;600,0039241;-0,0077768
0,074563764;24;0;600,0017957;-0,003558756
0,074779154;24;0;600,0025685;-0,005090236
0,075023017;24;0;600,0080359;-0,01592547
0,075244951;24;0;600,0138568;-0,027461449
0,075424706;24;0;600,006807;-0,01349011
0,075591715;24;0;600,0023053;-0,004568683
0,075786425;24;0;600,0017837;-0,003534915
0,076022434;24;0;600,0045331;-0,008983637
0,076262625;24;0;600,0128786;-0,025522837
0,076461289;24;0;600,0112317;-0,022258957
0,076628032;24;0;600,0037757;-0,007482752
0,076804227;24;0;600,0016674;-0,003304419
0,077021512;24;0;600,0025187;-0,004991525
0,077268637;24;0;600,0085752;-0,016994313
